Position,Track Name,Artist,date,region,id
37,Memories,Maroon 5,2019-11-24,mx,2b8fOow8UzyDFAE27YhOZM
38,El Drip,Natanael Cano,2019-11-24,mx,5NCBP3ivrIDcHEtzHSW3k0
39,Quizas,Rich Music LTD,2019-11-24,mx,5Id5B3dxJZhPcV9GzgYZZe
40,Look At Her Now,Selena Gomez,2019-11-24,mx,4yI3HpbSFSgFZtJP2kDe5m
41,Cradles,Sub Urban,2019-11-24,mx,1y4jsQt7MjnZhiD1L6qFBC
42,Rasta Barbie (Remix),Gigolo Y La Exce,2019-11-24,mx,64kNRze29YqCFzFEpQCaHQ
43,El Roto - En Vivo,Grupo Firme,2019-11-24,mx,21bfgzz92T3L96IsFn8Kvy
44,Uniforme,Rich Music LTD,2019-11-24,mx,0wMs7DPFOnToNAoecvAFQc
45,La Mejor Versión de Mi - Remix,Natti Natasha,2019-11-24,mx,2dy3TKVDEbIeWxeIb8JWqZ
46,"No Me Ignores (with Cazzu & Rauw Alejandro, feat. Myke Towers & Eladio Carrión)",Jay Menez,2019-11-24,mx,4KZ7Pgwv14Bt33SOfzL5ad
47,If The World Was Ending (feat. Julia Michaels),JP Saxe,2019-11-24,mx,2kJwzbxV2ppxnQoYw4GLBZ
48,Trampoline (with ZAYN),SHAED,2019-11-24,mx,1iQDltZqI7BXnHrFy4Qo1k
49,China,Anuel AA,2019-11-24,mx,2ksOAxtIxY8yElEWw8RhgK
50,Dime tú,Danny Ocean,2019-11-24,mx,6z8sQFj47s9ZG0Ls1k9Gct
1,El Güero,Marca MP,2019-11-23,mx,4tidSEPF7Dbxcdxv3VyIHd
2,Valiente,Koko,2019-11-23,mx,11lIZiXNEY3eacKxwEvDiK
3,RITMO (Bad Boys For Life),The Black Eyed Peas,2019-11-23,mx,6cy3ki60hLwimwIje7tALf
4,Yellow Hearts,Ant Saunders,2019-11-23,mx,2W4yABdLc4Jnds67Poi5Nl
5,A Cuánto Me Quedé,Giovanny Ayala,2019-11-23,mx,4HgB85fVdWG83EZOHj5paV
6,Dance Monkey,Tones and I,2019-11-23,mx,1rgnBhdG2JDFTbYkYRZAku
7,Pongamonos De Acuerdo En Vivo,Julions Alvarez,2019-11-23,mx,4LAgGxPsaI4HeOJStF8tgV
8,ROXANNE,Arizona Zervas,2019-11-23,mx,696DnlkuDOXcMAnKlTgXXK
9,El Güero - En vivo,Marca MP,2019-11-23,mx,7a6gK5GwlIvGTU4ayZhskd
10,Buttercup,Jack Stauber,2019-11-23,mx,2mlGPkAx4kwF8Df0GlScsC
11,Que Tire Pa Lante,Daddy Yankee,2019-11-23,mx,6RyaV7owmVU6fzEPE17sF1
12,Love Songs - Bonus,Kaash Paige,2019-11-23,mx,6qL5UWxRSQYml9O99ozoLv
13,Alocao (With Bad Gyal),Omar Montes,2019-11-23,mx,6RyuoOJXNzlVWpfC5xQyeI
14,Ride It,Regard,2019-11-23,mx,2tnVG71enUj33Ic2nFN6kZ
15,Primer Avión,Matisse,2019-11-23,mx,1CaBwYdWhxUeE4j3w0WqbL
16,Fantasias,Rauw Alejandro,2019-11-23,mx,6mAN61JH0dzyZpWslS11jy
17,Pa' Olvidarme De Ella,Piso 21,2019-11-23,mx,1cVlW9WQiGlFdWUXFdFZGh
18,Lose You To Love Me,Selena Gomez,2019-11-23,mx,1HfMVBKM75vxSfsQ5VefZ5
19,Caballero,Alejandro Fernandez,2019-11-23,mx,5DL6BDuqhnQw8HfIvUYkm9
20,Te Encontre,El Vega,2019-11-23,mx,2kP6fOqdSQ5CYqVH5z5844
21,Más De Ti,Llane,2019-11-23,mx,4svaGEtJdr5gdhBvdIkGaL
22,Rompelo,DJ Pedro Fuentes,2019-11-23,mx,6k2evQXcf7n9Lbc7V5XkOX
23,Falling,Trevor Daniel,2019-11-23,mx,4TnjEaWOeW0eKTKIEvJyCa
24,Tanto,Jesse & Joy,2019-11-23,mx,3bCuNSiaBHqxdevMYEnGpe
25,Adicto (with Anuel AA & Ozuna),Tainy,2019-11-23,mx,3jbT1Y5MoPwEIpZndDDwVq
26,Soy El Diablo - Remix,Natanael Cano,2019-11-23,mx,7pNAvsuTCFaXzSSUmfBPxz
27,Oye Pablo,Danna Paola,2019-11-23,mx,4wJFExEZZo62tmwTM9ENDR
28,Oye,TINI,2019-11-23,mx,09nSCeCs6eYfAIJVfye1CE
29,Tu Sicaria,Ms Nina,2019-11-23,mx,6fatMybX8VmHUpaxVcXzrz
30,Candy,Doja Cat,2019-11-23,mx,1VJwtWR6z7SpZRwipI12be
31,Tutu,Camilo,2019-11-23,mx,1nocRtwyNPVtGcIJqfgdzZ
32,LA CANCIÓN,J Balvin,2019-11-23,mx,0fea68AdmYNygeTGI4RC18
33,Aventura,Lunay,2019-11-23,mx,37zdqI4r1gswIzczSBkRon
34,Lights Up,Harry Styles,2019-11-23,mx,2plLJpUcYPFrl1sW2pMG63
35,Tutu,Grupo Sigma,2019-11-23,mx,17k7SsqugbzwScpKHmlIAD
36,Quizas,Rich Music LTD,2019-11-23,mx,5Id5B3dxJZhPcV9GzgYZZe
37,Look At Her Now,Selena Gomez,2019-11-23,mx,4yI3HpbSFSgFZtJP2kDe5m
38,Memories,Maroon 5,2019-11-23,mx,2b8fOow8UzyDFAE27YhOZM
39,El Drip,Natanael Cano,2019-11-23,mx,5NCBP3ivrIDcHEtzHSW3k0
40,Sentimientos Encontrados,Deep Nao,2019-11-23,mx,1VNCPfbpiWexSZcbdZZ5ZY
41,Cradles,Sub Urban,2019-11-23,mx,1y4jsQt7MjnZhiD1L6qFBC
42,"No Me Ignores (with Cazzu & Rauw Alejandro, feat. Myke Towers & Eladio Carrión)",Jay Menez,2019-11-23,mx,4KZ7Pgwv14Bt33SOfzL5ad
43,China,Anuel AA,2019-11-23,mx,2ksOAxtIxY8yElEWw8RhgK
44,La Mejor Versión de Mi - Remix,Natti Natasha,2019-11-23,mx,2dy3TKVDEbIeWxeIb8JWqZ
45,Trampoline (with ZAYN),SHAED,2019-11-23,mx,1iQDltZqI7BXnHrFy4Qo1k
46,Rasta Barbie (Remix),Gigolo Y La Exce,2019-11-23,mx,64kNRze29YqCFzFEpQCaHQ
47,Escondidos,La Adictiva Banda San José de Mesillas,2019-11-23,mx,61EYS0IsjrEEfaIKdayWpO
48,Uniforme,Rich Music LTD,2019-11-23,mx,0wMs7DPFOnToNAoecvAFQc
49,Dime tú,Danny Ocean,2019-11-23,mx,6z8sQFj47s9ZG0Ls1k9Gct
50,El Roto - En Vivo,Grupo Firme,2019-11-23,mx,21bfgzz92T3L96IsFn8Kvy
1,El Güero,Marca MP,2019-11-22,mx,4tidSEPF7Dbxcdxv3VyIHd
2,Valiente,Koko,2019-11-22,mx,11lIZiXNEY3eacKxwEvDiK
3,RITMO (Bad Boys For Life),The Black Eyed Peas,2019-11-22,mx,6cy3ki60hLwimwIje7tALf
4,Yellow Hearts,Ant Saunders,2019-11-22,mx,2W4yABdLc4Jnds67Poi5Nl
5,A Cuánto Me Quedé,Giovanny Ayala,2019-11-22,mx,4HgB85fVdWG83EZOHj5paV
6,Dance Monkey,Tones and I,2019-11-22,mx,1rgnBhdG2JDFTbYkYRZAku
7,Alocao (With Bad Gyal),Omar Montes,2019-11-22,mx,6RyuoOJXNzlVWpfC5xQyeI
8,Que Tire Pa Lante,Daddy Yankee,2019-11-22,mx,6RyaV7owmVU6fzEPE17sF1
9,Buttercup,Jack Stauber,2019-11-22,mx,2mlGPkAx4kwF8Df0GlScsC
10,El Güero - En vivo,Marca MP,2019-11-22,mx,7a6gK5GwlIvGTU4ayZhskd
11,ROXANNE,Arizona Zervas,2019-11-22,mx,696DnlkuDOXcMAnKlTgXXK
12,Love Songs - Bonus,Kaash Paige,2019-11-22,mx,6qL5UWxRSQYml9O99ozoLv
13,Primer Avión,Matisse,2019-11-22,mx,1CaBwYdWhxUeE4j3w0WqbL
14,Pongamonos De Acuerdo En Vivo,Julions Alvarez,2019-11-22,mx,4LAgGxPsaI4HeOJStF8tgV
15,Ride It,Regard,2019-11-22,mx,2tnVG71enUj33Ic2nFN6kZ
16,Pa' Olvidarme De Ella,Piso 21,2019-11-22,mx,1cVlW9WQiGlFdWUXFdFZGh
17,Fantasias,Rauw Alejandro,2019-11-22,mx,6mAN61JH0dzyZpWslS11jy
18,Lose You To Love Me,Selena Gomez,2019-11-22,mx,1HfMVBKM75vxSfsQ5VefZ5
19,Caballero,Alejandro Fernandez,2019-11-22,mx,5DL6BDuqhnQw8HfIvUYkm9
20,Te Encontre,El Vega,2019-11-22,mx,2kP6fOqdSQ5CYqVH5z5844
21,Más De Ti,Llane,2019-11-22,mx,4svaGEtJdr5gdhBvdIkGaL
22,Tanto,Jesse & Joy,2019-11-22,mx,3bCuNSiaBHqxdevMYEnGpe
23,Rompelo,DJ Pedro Fuentes,2019-11-22,mx,6k2evQXcf7n9Lbc7V5XkOX
24,Soy El Diablo - Remix,Natanael Cano,2019-11-22,mx,7pNAvsuTCFaXzSSUmfBPxz
25,Adicto (with Anuel AA & Ozuna),Tainy,2019-11-22,mx,3jbT1Y5MoPwEIpZndDDwVq
26,Oye Pablo,Danna Paola,2019-11-22,mx,4wJFExEZZo62tmwTM9ENDR
27,Oye,TINI,2019-11-22,mx,09nSCeCs6eYfAIJVfye1CE
28,Tu Sicaria,Ms Nina,2019-11-22,mx,6fatMybX8VmHUpaxVcXzrz
29,Tutu,Camilo,2019-11-22,mx,1nocRtwyNPVtGcIJqfgdzZ
30,Lights Up,Harry Styles,2019-11-22,mx,2plLJpUcYPFrl1sW2pMG63
31,LA CANCIÓN,J Balvin,2019-11-22,mx,0fea68AdmYNygeTGI4RC18
32,Candy,Doja Cat,2019-11-22,mx,1VJwtWR6z7SpZRwipI12be
33,Aventura,Lunay,2019-11-22,mx,37zdqI4r1gswIzczSBkRon
34,Quizas,Rich Music LTD,2019-11-22,mx,5Id5B3dxJZhPcV9GzgYZZe
35,Tutu,Grupo Sigma,2019-11-22,mx,17k7SsqugbzwScpKHmlIAD
36,El Drip,Natanael Cano,2019-11-22,mx,5NCBP3ivrIDcHEtzHSW3k0
37,Look At Her Now,Selena Gomez,2019-11-22,mx,4yI3HpbSFSgFZtJP2kDe5m
38,Memories,Maroon 5,2019-11-22,mx,2b8fOow8UzyDFAE27YhOZM
39,Cradles,Sub Urban,2019-11-22,mx,1y4jsQt7MjnZhiD1L6qFBC
40,"No Me Ignores (with Cazzu & Rauw Alejandro, feat. Myke Towers & Eladio Carrión)",Jay Menez,2019-11-22,mx,4KZ7Pgwv14Bt33SOfzL5ad
41,Sentimientos Encontrados,Deep Nao,2019-11-22,mx,1VNCPfbpiWexSZcbdZZ5ZY
42,Falling,Trevor Daniel,2019-11-22,mx,4TnjEaWOeW0eKTKIEvJyCa
43,China,Anuel AA,2019-11-22,mx,2ksOAxtIxY8yElEWw8RhgK
44,Dime tú,Danny Ocean,2019-11-22,mx,6z8sQFj47s9ZG0Ls1k9Gct
45,Rasta Barbie (Remix),Gigolo Y La Exce,2019-11-22,mx,64kNRze29YqCFzFEpQCaHQ
46,La Mejor Versión de Mi - Remix,Natti Natasha,2019-11-22,mx,2dy3TKVDEbIeWxeIb8JWqZ
47,Uniforme,Rich Music LTD,2019-11-22,mx,0wMs7DPFOnToNAoecvAFQc
48,Callaita,Bad Bunny,2019-11-22,mx,2TH65lNHgvLxCKXM3apjxI
49,Trampoline (with ZAYN),SHAED,2019-11-22,mx,1iQDltZqI7BXnHrFy4Qo1k
50,El Roto - En Vivo,Grupo Firme,2019-11-22,mx,21bfgzz92T3L96IsFn8Kvy
Position,Track Name,Artist,date,region,id
1,TRIANGELDRAMA,Brookz,2019-11-25,se,22fgIpCDfnbqTbtSfcLrDA
2,Purple Hat,Sofi Tukker,2019-11-25,se,6WiGRFQfx2qw49MA7OeDYK
3,Breaking News,Expulze,2019-11-25,se,3SpSPySCZRobjGpUsZdQq9
4,Lev nu dö sen,Miss Li,2019-11-25,se,6HJasLoTKvxglAMQH8nPcD
5,Falling,Trevor Daniel,2019-11-25,se,4TnjEaWOeW0eKTKIEvJyCa
6,ROXANNE,Arizona Zervas,2019-11-25,se,696DnlkuDOXcMAnKlTgXXK
7,Roses - Imanbek Remix,SAINt JHN,2019-11-25,se,24Yi9hE78yPEbZ4kxyoXAI
8,Yellow Hearts,Ant Saunders,2019-11-25,se,2W4yABdLc4Jnds67Poi5Nl
9,Klass ett,Haval,2019-11-25,se,50PZVlsC4gyZIIciB9p07O
10,Take Your Man,Mahogany Lox,2019-11-25,se,1CF5kzz5XDBAL24wtVyyTJ
11,RITMO (Bad Boys For Life),The Black Eyed Peas,2019-11-25,se,6cy3ki60hLwimwIje7tALf
12,Fairytale of New York (feat. Kirsty MacColl),The Pogues,2019-11-25,se,3VTNVsTTu05dmTsVFrmGpK
13,Det går bra nu,Magnus Uggla,2019-11-25,se,41sPsoM7Dv3q7IbGLfMLDK
14,Don't Start Now,Dua Lipa,2019-11-25,se,6WrI0LAC5M1Rw2MnX2ZvEg
15,SAD,Bisken,2019-11-25,se,6Bd9BwwgAxo4xNHprpHTMw
16,Heart On Ice,Rod Wave,2019-11-25,se,6fWa5CRgy0z30OeGZyMBvD
17,"Collide - From ""Queen & Slim: The Soundtrack""",Tiana Major9,2019-11-25,se,1mEO3xiJqEWXYIdZalDzHR
18,I'm Blue - Club Mix,Kush Kush,2019-11-25,se,4ABJiMwPkprpcekOLKkseM
19,Happens to the Heart,Leonard Cohen,2019-11-25,se,2DkpoHJ1h88e9dyc6SFIm2
20,Au Revoir,Lov1,2019-11-25,se,47nMVODSR4kwKcufoo22wH
21,FÖRSENT,1.Cuz,2019-11-25,se,2A0ldcG3kavQErxfGlwJNs
22,Love Songs - Bonus,Kaash Paige,2019-11-25,se,6qL5UWxRSQYml9O99ozoLv
23,Ride It,Regard,2019-11-25,se,2tnVG71enUj33Ic2nFN6kZ
24,Some Say,Nea,2019-11-25,se,4poybupy26pTWPr9zY1i7h
25,Jag lovar,Titiyo,2019-11-25,se,5WHGBc3L58PfIJ8oaCDkEK
26,Sanningen (feat. Linnea Henriksson),Petter,2019-11-25,se,3V8pqsUocQPC0IvFDmWt7Q
27,Last Supper,D Smoke,2019-11-25,se,4vFpwBCCKgzHlw8U48MYdS
28,Eyes. Lips. Face.,iLL Wayno,2019-11-25,se,5sGb7vB83MhpdZsx1tEIYH
29,Candy,Doja Cat,2019-11-25,se,1VJwtWR6z7SpZRwipI12be
30,shining on my ex,bbno$,2019-11-25,se,1IhMuuTCpO0K7BM2MmIZ0w
31,Knebel,Lindemann,2019-11-25,se,1C1MRQAQSuYWXJKziMZWoR
32,Bomshakalaka (DTG - Karmøyrussen),MabbiJ,2019-11-25,se,4Ty7u5XwnnHoGRk1ENiz8u
33,Pineapple Kush,Thrife,2019-11-25,se,0qKnXmGHQ553tGX7CqxaO0
34,Kung för en dag,Petter,2019-11-25,se,2b2S8P5rezVZNPYxFWwJhi
35,DANCE,CLMD,2019-11-25,se,6TfeXwJihJRuBW3mFpib6J
36,Början på allt,Timbuktu,2019-11-25,se,2su1XRjk5lEyEbVCPJBSFG
37,If The World Was Ending (feat. Julia Michaels),JP Saxe,2019-11-25,se,2kJwzbxV2ppxnQoYw4GLBZ
38,In My Room,Frank Ocean,2019-11-25,se,4S4Mfvv03M1cHgIOJcbUCL
39,PIPPI,Dree Low,2019-11-25,se,3ySRhREV5ceozxdk0lPqIe
40,Memories,Maroon 5,2019-11-25,se,2b8fOow8UzyDFAE27YhOZM
41,Opp Thot,Poundz,2019-11-25,se,4VRE2Ler8le7DUymvKepY1
42,Until It All Ends,Miss Li,2019-11-25,se,0ezH2jhtVBMplfIJojLJ2Z
43,hot girl bummer,blackbear,2019-11-25,se,7aiClxsDWFRQ0Kzk5KI5ku
44,You Should Know Me Better,Klara Hammarström,2019-11-25,se,0SG1iA47RFpTdzxbmBE8RS
45,Dance Monkey,Tones and I,2019-11-25,se,1rgnBhdG2JDFTbYkYRZAku
46,Now I'm In It,HAIM,2019-11-25,se,5K7x78NAL50rhfhm73ePNb
47,Tills mitt hjärta går under,Myra Granberg,2019-11-25,se,71q2qYTo4BzqNGpy5S7vV3
48,Trampoline (with ZAYN),SHAED,2019-11-25,se,1iQDltZqI7BXnHrFy4Qo1k
49,Be Gone Thot!,LIL MAYO,2019-11-25,se,3G47RiG2PrvEVo4panDHi9
50,Everything's Alright,Miss Li,2019-11-25,se,6KOdhoIFwFhzbr1myjksZv
1,TRIANGELDRAMA,Brookz,2019-11-24,se,22fgIpCDfnbqTbtSfcLrDA
2,Purple Hat,Sofi Tukker,2019-11-24,se,6WiGRFQfx2qw49MA7OeDYK
3,Lev nu dö sen,Miss Li,2019-11-24,se,6HJasLoTKvxglAMQH8nPcD
4,Breaking News,Expulze,2019-11-24,se,3SpSPySCZRobjGpUsZdQq9
5,ROXANNE,Arizona Zervas,2019-11-24,se,696DnlkuDOXcMAnKlTgXXK
6,Falling,Trevor Daniel,2019-11-24,se,4TnjEaWOeW0eKTKIEvJyCa
7,Yellow Hearts,Ant Saunders,2019-11-24,se,2W4yABdLc4Jnds67Poi5Nl
8,Roses - Imanbek Remix,SAINt JHN,2019-11-24,se,24Yi9hE78yPEbZ4kxyoXAI
9,Det går bra nu,Magnus Uggla,2019-11-24,se,41sPsoM7Dv3q7IbGLfMLDK
10,Take Your Man,Mahogany Lox,2019-11-24,se,1CF5kzz5XDBAL24wtVyyTJ
11,RITMO (Bad Boys For Life),The Black Eyed Peas,2019-11-24,se,6cy3ki60hLwimwIje7tALf
12,Au Revoir,Lov1,2019-11-24,se,47nMVODSR4kwKcufoo22wH
13,SAD,Bisken,2019-11-24,se,6Bd9BwwgAxo4xNHprpHTMw
14,Last Supper,D Smoke,2019-11-24,se,4vFpwBCCKgzHlw8U48MYdS
15,Heart On Ice,Rod Wave,2019-11-24,se,6fWa5CRgy0z30OeGZyMBvD
16,"Collide - From ""Queen & Slim: The Soundtrack""",Tiana Major9,2019-11-24,se,1mEO3xiJqEWXYIdZalDzHR
17,Fairytale of New York (feat. Kirsty MacColl),The Pogues,2019-11-24,se,3VTNVsTTu05dmTsVFrmGpK
18,FÖRSENT,1.Cuz,2019-11-24,se,2A0ldcG3kavQErxfGlwJNs
19,I'm Blue - Club Mix,Kush Kush,2019-11-24,se,4ABJiMwPkprpcekOLKkseM
20,Ride It,Regard,2019-11-24,se,2tnVG71enUj33Ic2nFN6kZ
21,Some Say,Nea,2019-11-24,se,4poybupy26pTWPr9zY1i7h
22,Jag lovar,Titiyo,2019-11-24,se,5WHGBc3L58PfIJ8oaCDkEK
23,Happens to the Heart,Leonard Cohen,2019-11-24,se,2DkpoHJ1h88e9dyc6SFIm2
24,Kung för en dag,Petter,2019-11-24,se,2b2S8P5rezVZNPYxFWwJhi
25,Love Songs - Bonus,Kaash Paige,2019-11-24,se,6qL5UWxRSQYml9O99ozoLv
26,Eyes. Lips. Face.,iLL Wayno,2019-11-24,se,5sGb7vB83MhpdZsx1tEIYH
27,Be Gone Thot!,LIL MAYO,2019-11-24,se,3G47RiG2PrvEVo4panDHi9
28,Candy,Doja Cat,2019-11-24,se,1VJwtWR6z7SpZRwipI12be
29,If The World Was Ending (feat. Julia Michaels),JP Saxe,2019-11-24,se,2kJwzbxV2ppxnQoYw4GLBZ
30,Bomshakalaka (DTG - Karmøyrussen),MabbiJ,2019-11-24,se,4Ty7u5XwnnHoGRk1ENiz8u
31,Trampoline (with ZAYN),SHAED,2019-11-24,se,1iQDltZqI7BXnHrFy4Qo1k
32,The 90’s Hit Medley,NR1XXPRESS,2019-11-24,se,2Bs72eJPAIZBAaON1NpnQZ
33,Lose You To Love Me,Selena Gomez,2019-11-24,se,1HfMVBKM75vxSfsQ5VefZ5
34,DANCE,CLMD,2019-11-24,se,6TfeXwJihJRuBW3mFpib6J
35,Until It All Ends,Miss Li,2019-11-24,se,0ezH2jhtVBMplfIJojLJ2Z
36,Follow God,Kanye West,2019-11-24,se,2QpGZOhTCHHiKmpSO9FW4h
37,PIPPI,Dree Low,2019-11-24,se,3ySRhREV5ceozxdk0lPqIe
38,hot girl bummer,blackbear,2019-11-24,se,7aiClxsDWFRQ0Kzk5KI5ku
39,Faith (with Dolly Parton) [feat. Mr. Probz],Galantis,2019-11-24,se,35MKhw2YBKApmD7fAnPERC
40,Snälla se mig,Catharina,2019-11-24,se,6rJjkQYvUs2pEZJwHX7CGn
41,En Helt Ny Värld,Mattias Andréasson,2019-11-24,se,6RNCEhXiulEOuemRpUxNZA
42,Memories,Maroon 5,2019-11-24,se,2b8fOow8UzyDFAE27YhOZM
43,You Should Know Me Better,Klara Hammarström,2019-11-24,se,0SG1iA47RFpTdzxbmBE8RS
44,Opp Thot,Poundz,2019-11-24,se,4VRE2Ler8le7DUymvKepY1
45,Good as Hell (feat. Ariana Grande) - Remix,Lizzo,2019-11-24,se,07Oz5StQ7GRoygNLaXs2pd
46,Dance Monkey,Tones and I,2019-11-24,se,1rgnBhdG2JDFTbYkYRZAku
47,Are You Ready,Jill Johnson,2019-11-24,se,2AKQBMnYeN6C2WZdz5k40Z
48,Into This World,Raised Fist,2019-11-24,se,7ybc7JwVUpdAStRIMWZMSu
49,STUPID (feat. Yung Baby Tate),Ashnikko,2019-11-24,se,6qNB2ChCVPepl5ZjVJJTUW
50,"""Alpacino""",Alawee,2019-11-24,se,3ZQtXeyBa6m5xq5iydjd7b
1,TRIANGELDRAMA,Brookz,2019-11-23,se,22fgIpCDfnbqTbtSfcLrDA
2,Purple Hat,Sofi Tukker,2019-11-23,se,6WiGRFQfx2qw49MA7OeDYK
3,Lev nu dö sen,Miss Li,2019-11-23,se,6HJasLoTKvxglAMQH8nPcD
4,Breaking News,Expulze,2019-11-23,se,3SpSPySCZRobjGpUsZdQq9
5,ROXANNE,Arizona Zervas,2019-11-23,se,696DnlkuDOXcMAnKlTgXXK
6,Falling,Trevor Daniel,2019-11-23,se,4TnjEaWOeW0eKTKIEvJyCa
7,Roses - Imanbek Remix,SAINt JHN,2019-11-23,se,24Yi9hE78yPEbZ4kxyoXAI
8,Yellow Hearts,Ant Saunders,2019-11-23,se,2W4yABdLc4Jnds67Poi5Nl
9,Det går bra nu,Magnus Uggla,2019-11-23,se,41sPsoM7Dv3q7IbGLfMLDK
10,Au Revoir,Lov1,2019-11-23,se,47nMVODSR4kwKcufoo22wH
11,RITMO (Bad Boys For Life),The Black Eyed Peas,2019-11-23,se,6cy3ki60hLwimwIje7tALf
12,Take Your Man,Mahogany Lox,2019-11-23,se,1CF5kzz5XDBAL24wtVyyTJ
13,Last Supper,D Smoke,2019-11-23,se,4vFpwBCCKgzHlw8U48MYdS
14,Heart On Ice,Rod Wave,2019-11-23,se,6fWa5CRgy0z30OeGZyMBvD
15,Jag lovar,Titiyo,2019-11-23,se,5WHGBc3L58PfIJ8oaCDkEK
16,Love Songs - Bonus,Kaash Paige,2019-11-23,se,6qL5UWxRSQYml9O99ozoLv
17,"Collide - From ""Queen & Slim: The Soundtrack""",Tiana Major9,2019-11-23,se,1mEO3xiJqEWXYIdZalDzHR
18,SAD,Bisken,2019-11-23,se,6Bd9BwwgAxo4xNHprpHTMw
19,FÖRSENT,1.Cuz,2019-11-23,se,2A0ldcG3kavQErxfGlwJNs
20,I'm Blue - Club Mix,Kush Kush,2019-11-23,se,4ABJiMwPkprpcekOLKkseM
21,Some Say,Nea,2019-11-23,se,4poybupy26pTWPr9zY1i7h
22,Fairytale of New York (feat. Kirsty MacColl),The Pogues,2019-11-23,se,3VTNVsTTu05dmTsVFrmGpK
23,Ride It,Regard,2019-11-23,se,2tnVG71enUj33Ic2nFN6kZ
24,Happens to the Heart,Leonard Cohen,2019-11-23,se,2DkpoHJ1h88e9dyc6SFIm2
25,Kung för en dag,Petter,2019-11-23,se,2b2S8P5rezVZNPYxFWwJhi
26,Eyes. Lips. Face.,iLL Wayno,2019-11-23,se,5sGb7vB83MhpdZsx1tEIYH
27,Lose You To Love Me,Selena Gomez,2019-11-23,se,1HfMVBKM75vxSfsQ5VefZ5
28,Candy,Doja Cat,2019-11-23,se,1VJwtWR6z7SpZRwipI12be
29,If The World Was Ending (feat. Julia Michaels),JP Saxe,2019-11-23,se,2kJwzbxV2ppxnQoYw4GLBZ
30,Be Gone Thot!,LIL MAYO,2019-11-23,se,3G47RiG2PrvEVo4panDHi9
31,Trampoline (with ZAYN),SHAED,2019-11-23,se,1iQDltZqI7BXnHrFy4Qo1k
32,Bomshakalaka (DTG - Karmøyrussen),MabbiJ,2019-11-23,se,4Ty7u5XwnnHoGRk1ENiz8u
33,The 90’s Hit Medley,NR1XXPRESS,2019-11-23,se,2Bs72eJPAIZBAaON1NpnQZ
34,Follow God,Kanye West,2019-11-23,se,2QpGZOhTCHHiKmpSO9FW4h
35,Until It All Ends,Miss Li,2019-11-23,se,0ezH2jhtVBMplfIJojLJ2Z
36,Ingen Vill Veta Var du köpt Din Tröja,Guldpeng,2019-11-23,se,0kcaIi1jvpsObbNjUMCmXw
37,PIPPI,Dree Low,2019-11-23,se,3ySRhREV5ceozxdk0lPqIe
38,Faith (with Dolly Parton) [feat. Mr. Probz],Galantis,2019-11-23,se,35MKhw2YBKApmD7fAnPERC
39,DANCE,CLMD,2019-11-23,se,6TfeXwJihJRuBW3mFpib6J
40,En Helt Ny Värld,Mattias Andréasson,2019-11-23,se,6RNCEhXiulEOuemRpUxNZA
41,hot girl bummer,blackbear,2019-11-23,se,7aiClxsDWFRQ0Kzk5KI5ku
42,Snälla se mig,Catharina,2019-11-23,se,6rJjkQYvUs2pEZJwHX7CGn
43,Memories,Maroon 5,2019-11-23,se,2b8fOow8UzyDFAE27YhOZM
44,Into This World,Raised Fist,2019-11-23,se,7ybc7JwVUpdAStRIMWZMSu
45,You Should Know Me Better,Klara Hammarström,2019-11-23,se,0SG1iA47RFpTdzxbmBE8RS
46,Are You Ready,Jill Johnson,2019-11-23,se,2AKQBMnYeN6C2WZdz5k40Z
47,Good as Hell (feat. Ariana Grande) - Remix,Lizzo,2019-11-23,se,07Oz5StQ7GRoygNLaXs2pd
48,Dance Monkey,Tones and I,2019-11-23,se,1rgnBhdG2JDFTbYkYRZAku
49,Bourgeois Shangri-La,Timbuktu,2019-11-23,se,28bCWNhAcSm55UpvoSzlBj
50,Pump It Up,Endor,2019-11-23,se,0GiwV6v3AgJfdu59tj719Y
1,TRIANGELDRAMA,Brookz,2019-11-22,se,22fgIpCDfnbqTbtSfcLrDA
2,Purple Hat,Sofi Tukker,2019-11-22,se,6WiGRFQfx2qw49MA7OeDYK
3,Lev nu dö sen,Miss Li,2019-11-22,se,6HJasLoTKvxglAMQH8nPcD
4,Breaking News,Expulze,2019-11-22,se,3SpSPySCZRobjGpUsZdQq9
5,ROXANNE,Arizona Zervas,2019-11-22,se,696DnlkuDOXcMAnKlTgXXK
6,Falling,Trevor Daniel,2019-11-22,se,4TnjEaWOeW0eKTKIEvJyCa
7,Roses - Imanbek Remix,SAINt JHN,2019-11-22,se,24Yi9hE78yPEbZ4kxyoXAI
8,Yellow Hearts,Ant Saunders,2019-11-22,se,2W4yABdLc4Jnds67Poi5Nl
9,Det går bra nu,Magnus Uggla,2019-11-22,se,41sPsoM7Dv3q7IbGLfMLDK
10,Au Revoir,Lov1,2019-11-22,se,47nMVODSR4kwKcufoo22wH
11,RITMO (Bad Boys For Life),The Black Eyed Peas,2019-11-22,se,6cy3ki60hLwimwIje7tALf
12,Jag lovar,Titiyo,2019-11-22,se,5WHGBc3L58PfIJ8oaCDkEK
13,Heart On Ice,Rod Wave,2019-11-22,se,6fWa5CRgy0z30OeGZyMBvD
14,Take Your Man,Mahogany Lox,2019-11-22,se,1CF5kzz5XDBAL24wtVyyTJ
